Batch Size,Mean Latency per Image (ms),Std Latency per Image (ms),Mean Latency per Batch (ms),Std Latency per Batch (ms),Mean Throughput (imgs/sec),Std Throughput (imgs/sec)
1,2.104467457771301,0.02882524517382643,2.104467457771301,0.02882524517382643,480.9088967047517,6.630350945845025
2,1.0506332178115845,0.016634875341039693,2.101266435623169,0.03326975068207939,964.8187580940275,14.587037141123593
4,0.5426698256134987,0.006527946423542516,2.170679302453995,0.026111785694170064,1868.7018662646467,22.196871674818173
8,0.26851835986971856,0.004571292111673191,2.1481468789577485,0.03657033689338553,3775.2800354872006,64.6872334210838
16,0.13800446017086504,0.0032904231084195713,2.2080713627338406,0.05264676973471314,7339.57085551755,183.80310240607986
32,0.07167495197057724,0.001636692046267064,2.293598463058472,0.05237414548054605,14184.156003488115,305.588314342045
64,0.03593762623781168,0.0003856158055928567,2.2869208791851996,0.024085274073205425,28325.64434604342,371.8104246475428
128,0.020005746687314023,0.00011392486700117866,2.549341442584992,0.014073483940772083,50968.930446600556,168.10705151586666
256,0.016477600772691482,3.275613640099249e-05,4.201311357021331,0.008391444145867545,60754.373736644826,107.37453151114627
512,0.015369961181337512,3.810985955803329e-05,7.83852415084839,0.019473444145368175,65103.11536510044,149.6338109300815
1024,0.014391966856778621,2.5129416005635328e-05,14.67935359954834,0.025472363012261464,69496.4156356174,119.2025032553175
2048,0.013963275393631907,3.7445662593190274e-05,23.5888490041097,0.07140011196536769,71656.11019885646,189.74625426730827
4096,0.01393427620178081,4.482565804577729e-05,34.836825656890866,0.1065831710723602,71841.13518910483,230.00470267990383
8192,0.013566884358723958,2.1377239440578064e-05,69.19111022949218,0.10902392114694652,73709.07407429829,116.20559699118456
16384,0.013549030677945006,2.7951342825556338e-05,69.10005645751953,0.1425518484103357,73806.33188847071,152.2283770825221
32768,0.013589650771197148,8.296930360895701e-05,69.30721893310547,0.4231434484056818,73588.13432493663,446.5120743896291
65536,0.013540149763518689,3.512678728941332e-05,69.05476379394531,0.17914661517600686,73854.92225498287,190.9685823076387
131072,0.01356845780914905,1.4653554585067033e-05,69.19913482666016,0.07473312838384198,73700.42936585375,79.5961863656946
262144,0.013595306396484375,4.503898976974392e-05,69.33606262207032,0.22969884782569522,73555.60285708445,243.30136494131995
524288,0.013567982393152572,3.4198897253879275e-05,69.19671020507812,0.1744143759947861,73703.39356415966,185.56727679849624
