0,1,2,3
-3.2618954181671143,-26.47524070739746,1.0,1.0
18.00181770324707,2.0682146549224854,1.0,1.0
4.319753646850586,-14.12356948852539,1.0,1.0
29.037790298461914,4.975433349609375,1.0,1.0
34.027427673339844,-7.894122123718262,1.0,1.0
-25.796058654785156,0.5958743095397949,0.0,0.0
-32.877906799316406,5.784350872039795,0.0,0.0
-5.488016128540039,-25.679765701293945,1.0,0.0
-29.205718994140625,-2.121544361114502,0.0,0.0
22.07018280029297,-7.924345016479492,1.0,1.0
-16.673141479492188,9.984672546386719,0.0,0.0
13.771856307983398,-7.885123252868652,1.0,1.0
2.31984543800354,10.267050743103027,1.0,1.0
0.07345207780599594,-5.875308513641357,0.0,1.0
-7.9261088371276855,-18.12931251525879,0.0,0.0
-28.449058532714844,-16.178016662597656,0.0,0.0
-16.842632293701172,12.771878242492676,0.0,0.0
4.731475353240967,0.37805992364883423,1.0,1.0
30.080738067626953,14.259459495544434,1.0,1.0
-34.20050811767578,-4.354283809661865,0.0,0.0
10.693331718444824,-26.787811279296875,1.0,1.0
5.67515754699707,21.540664672851562,1.0,1.0
-0.42346036434173584,26.08452033996582,1.0,1.0
3.388298511505127,-2.8564863204956055,1.0,1.0
-14.166764259338379,5.596604347229004,0.0,0.0
-0.5822200179100037,-16.84749412536621,1.0,1.0
4.819277763366699,18.723291397094727,1.0,1.0
-34.57524490356445,-5.793188095092773,0.0,0.0
-6.570829391479492,-28.57231903076172,1.0,1.0
-17.39365577697754,27.576026916503906,0.0,0.0
17.83241081237793,26.896194458007812,1.0,1.0
-22.453813552856445,0.7838542461395264,0.0,0.0
-18.61551856994629,16.234729766845703,0.0,0.0
-22.48017692565918,0.02015366405248642,0.0,0.0
10.938861846923828,23.041500091552734,1.0,1.0
-2.8298914432525635,-19.746557235717773,1.0,1.0
-1.434390902519226,-9.526354789733887,0.0,1.0
-33.273338317871094,-11.58762264251709,0.0,0.0
-28.32587242126465,15.26461124420166,0.0,0.0
18.812471389770508,12.538922309875488,1.0,1.0
-0.9395052194595337,-4.130792140960693,0.0,1.0
2.4989562034606934,17.30851936340332,1.0,1.0
0.6946457028388977,2.0410501956939697,1.0,1.0
-2.100252151489258,-2.648289918899536,0.0,0.0
10.383094787597656,-26.742517471313477,1.0,1.0
-30.938692092895508,-14.618905067443848,0.0,0.0
-17.87235450744629,-27.040983200073242,0.0,0.0
9.491565704345703,-26.866010665893555,1.0,1.0
-21.657386779785156,15.377532005310059,0.0,0.0
30.012453079223633,11.984781265258789,1.0,1.0
5.023581027984619,29.326086044311523,1.0,1.0
15.15213394165039,-6.988525867462158,1.0,1.0
3.6638803482055664,-5.790721416473389,1.0,1.0
7.920751094818115,10.810735702514648,1.0,1.0
-27.201845169067383,-14.72412395477295,0.0,0.0
6.63325309753418,-18.927913665771484,1.0,1.0
-6.32811975479126,-0.29177147150039673,0.0,1.0
2.934051275253296,18.64963722229004,1.0,1.0
-6.689589023590088,8.867502212524414,0.0,0.0
-25.535572052001953,5.661159515380859,0.0,0.0
-10.653715133666992,19.397571563720703,0.0,0.0
-7.676146030426025,-29.997909545898438,1.0,1.0
-0.5629647970199585,-11.036798477172852,0.0,0.0
-10.716580390930176,-19.662757873535156,0.0,1.0
19.156930923461914,12.671700477600098,1.0,1.0
-4.875127792358398,-12.256691932678223,0.0,0.0
-9.906615257263184,-23.844852447509766,0.0,0.0
35.13376998901367,8.731389999389648,1.0,1.0
-25.265575408935547,6.265563011169434,0.0,0.0
1.3633381128311157,-8.038973808288574,0.0,0.0
-9.536864280700684,-20.13422393798828,0.0,0.0
29.35708999633789,4.101871013641357,1.0,1.0
-23.567028045654297,-14.560556411743164,0.0,0.0
-7.44382905960083,-8.017745971679688,0.0,1.0
12.293475151062012,-15.315167427062988,1.0,1.0
19.0571231842041,9.574677467346191,1.0,1.0
12.935638427734375,-1.4551125764846802,1.0,1.0
-5.682368278503418,16.12769889831543,1.0,1.0
-0.41606101393699646,-14.049168586730957,1.0,1.0
-5.784571647644043,6.942343711853027,0.0,0.0
9.124443054199219,11.153485298156738,1.0,1.0
-4.06128454208374,2.4442620277404785,0.0,0.0
-12.090995788574219,23.054439544677734,0.0,0.0
26.51032257080078,15.549808502197266,1.0,1.0
-10.439558982849121,-19.885540008544922,0.0,0.0
-9.104796409606934,9.728446006774902,0.0,0.0
-0.1616428941488266,-13.758549690246582,1.0,0.0
-15.188288688659668,1.2961316108703613,0.0,0.0
-5.399318695068359,4.254360675811768,0.0,0.0
-30.64946746826172,-12.865869522094727,0.0,0.0
13.190526962280273,-23.396074295043945,1.0,1.0
8.854594230651855,12.733312606811523,1.0,1.0
-18.692764282226562,16.81180763244629,0.0,0.0
13.904874801635742,4.6091389656066895,1.0,1.0
-1.3789461851119995,-13.326135635375977,1.0,0.0
6.195756435394287,-14.774415016174316,1.0,1.0
-27.864398956298828,-17.707202911376953,0.0,0.0
4.492799282073975,-3.5635783672332764,1.0,1.0
-5.576838970184326,-26.796171188354492,1.0,1.0
12.735367774963379,19.135618209838867,1.0,1.0
-6.290886402130127,-32.38077926635742,1.0,1.0
22.09884262084961,0.9052860736846924,1.0,1.0
-27.436737060546875,-2.8224728107452393,0.0,0.0
-10.366545677185059,-25.09998321533203,0.0,0.0
-24.845460891723633,-7.449800491333008,0.0,0.0
29.21686363220215,14.461759567260742,1.0,1.0
9.962180137634277,13.42719841003418,1.0,1.0
-9.33402156829834,-19.510746002197266,0.0,0.0
4.883880615234375,18.766475677490234,1.0,1.0
-9.357354164123535,23.804981231689453,0.0,0.0
-17.916109085083008,-21.54243278503418,0.0,0.0
18.833900451660156,17.646663665771484,1.0,1.0
-34.00194549560547,2.2620415687561035,0.0,0.0
-1.330594778060913,-13.132915496826172,1.0,1.0
-11.615640640258789,15.828235626220703,0.0,0.0
-28.12164878845215,18.742399215698242,0.0,0.0
14.344210624694824,-20.557790756225586,1.0,1.0
-10.10229206085205,-24.931699752807617,0.0,1.0
21.454605102539062,-17.664350509643555,1.0,1.0
12.084280967712402,-1.6906604766845703,1.0,1.0
10.04758071899414,15.655500411987305,1.0,1.0
13.482224464416504,1.8624999523162842,1.0,1.0
-13.191637992858887,21.891124725341797,0.0,0.0
11.79824161529541,6.684122085571289,1.0,1.0
11.519109725952148,12.076807022094727,1.0,1.0
0.23427577316761017,29.314985275268555,1.0,1.0
23.014307022094727,-16.066068649291992,1.0,1.0
27.583759307861328,16.913915634155273,1.0,1.0
18.045469284057617,-3.209749937057495,1.0,1.0
3.3365254402160645,-17.107393264770508,1.0,1.0
-30.612974166870117,-15.257718086242676,0.0,0.0
